"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance","happiness"
"Male",-1,-1,-1,0,1,2,1,-1,1,1,-1,1,0,-2,2,1,0,0,0,1,1,0,-1,0,0,1,-2,2,1,1,-1,1,2,-2,-1,1,-2,2,-2,-1,1,0,-1,2,0,1,-1,2,-1,1,1,0,-2,1,1,1,1,-2,0,1,0,-1,2,1,2,"No","They complement each other","Sometimes","Yes, I have family","No","Sometimes",1,2,2,1,1,1,2,0,1,0,2,2,1,13.6055
"Male",-2,2,0,-1,1,0,-2,0,-2,0,2,-2,1,0,0,0,1,2,2,0,1,-1,1,2,0,-1,2,-1,1,1,0,-2,0,-1,1,-1,2,0,2,2,0,1,0,-2,-2,2,-2,1,0,0,-2,0,-2,1,0,0,0,2,-2,2,-2,-2,0,1,-1,"No","They complement each other","Never","Yes, I have family","No","Always",0,2,1,1,2,-2,0,-1,1,-2,0,1,1,23.8385
"Female",0,1,0,0,0,-1,0,0,-2,-2,-2,-1,1,-1,0,-2,2,2,-1,-1,0,-2,2,2,-1,-1,1,-1,0,0,-2,-1,0,1,0,0,0,1,0,1,-1,-2,0,-2,-1,0,-2,-1,1,-2,-1,0,2,1,0,0,-2,0,-2,-2,0,0,0,1,-2,"No","They complement each other","Rarely","No","No","Rarely",0,2,-1,1,0,0,0,-2,0,-1,-2,0,-1,-15.2362
"Male",-2,0,-2,1,1,2,2,-2,2,1,0,0,0,0,0,0,1,0,2,1,-2,1,-1,2,2,2,0,0,-2,1,1,2,1,1,-2,1,0,2,0,-2,1,2,-2,2,1,1,1,1,0,0,1,1,-1,2,1,1,1,-2,-2,1,0,0,1,1,1,"No","They are separate","Sometimes","Yes, I have family","At least once a month","Never",0,2,1,1,1,-2,1,0,0,2,2,2,1,-0.771645
"Female",1,0,2,2,1,2,1,1,0,-2,0,1,0,0,0,-2,1,2,1,1,2,1,0,1,0,2,0,1,0,0,0,2,0,-2,2,1,0,0,0,-1,-1,0,0,2,1,0,-1,0,0,0,-2,2,-1,2,-2,0,0,0,-1,0,0,-2,1,2,2,"Yes","They complement each other","Sometimes","Yes, I have family","No","Sometimes",-2,0,1,0,0,0,0,1,1,1,-2,0,1,-2.03201
"Male",-2,-1,-1,1,1,-2,2,1,1,1,-2,1,0,2,2,0,0,1,1,1,-1,0,-1,0,2,-2,-1,1,1,1,0,1,1,-1,0,1,-2,1,-1,0,1,2,-2,1,-2,0,0,0,0,0,0,-2,1,1,2,2,1,0,0,1,2,-2,2,0,1,"Yes","They conflict","Never","Yes, I have both","At least once a week","Always",0,-2,1,2,2,0,1,0,1,1,0,1,1,11.4183
"Male",-2,1,0,0,1,0,-2,0,0,-2,0,0,-1,-2,-2,-1,0,0,-2,0,2,-1,-2,0,-1,-1,1,-1,1,0,0,-1,1,-2,-2,1,1,1,2,0,1,-2,-1,1,-1,2,-2,0,-2,0,-2,0,0,-2,-2,0,-2,0,0,-2,1,-2,1,1,0,"No","They complement each other","Sometimes","Yes, I have both","No","Never",1,2,0,1,1,0,1,0,0,-2,0,1,0,1.43464
"Male",0,-2,1,2,1,1,0,0,0,2,-2,0,-2,1,-2,0,0,2,1,0,1,1,-2,-2,1,0,-2,1,0,0,-2,2,0,-2,0,1,-2,-1,-1,-2,-1,-1,-1,1,-2,0,-2,1,-1,0,0,-2,-2,0,0,0,0,0,-2,1,1,-2,0,1,1,"Yes","They complement each other","Rarely","Yes, I have family","More than three times a week","Rarely",0,0,0,1,1,0,2,1,1,0,0,0,1,-2.81678
"Female",1,2,2,1,0,0,1,0,2,0,0,1,-1,0,0,0,1,-1,0,1,-2,0,1,0,1,-2,0,0,-2,0,-2,0,1,-2,0,0,2,1,-2,1,1,1,-1,1,-2,0,-1,1,-2,-1,0,2,1,-2,0,-2,-1,-2,0,1,1,-1,1,0,-1,"No","They are separate","Rarely","Yes, I have both","More than three times a week","Sometimes",1,1,0,1,1,0,1,0,1,1,1,0,0,-4.11978
"Male",-2,0,-2,1,2,1,2,-2,0,1,-1,1,-1,1,2,2,-1,-2,1,1,0,1,-2,1,1,1,-1,2,2,1,-1,1,1,-1,-1,1,0,1,-2,-2,1,1,-2,2,-1,1,0,1,-1,2,2,-1,-2,-1,2,2,2,1,-2,2,0,-1,2,2,2,"Yes","They conflict","Rarely","Yes, I have family","At least once a month","Always",1,0,1,2,2,1,2,1,1,1,0,2,1,-1.01815
"Female",-1,-2,-1,1,2,2,2,0,1,2,-2,1,0,1,2,1,-2,-2,0,2,-1,2,-2,-1,2,2,-2,1,1,1,-1,2,1,-1,-2,0,-2,2,-2,-1,1,0,-1,1,0,2,-1,0,0,1,1,1,1,2,2,1,1,0,-1,1,1,-1,1,1,1,"No","They complement each other","Never","Yes, I have both","At least once a month","Sometimes",0,1,1,2,2,2,2,1,1,0,1,2,2,-1.01982
"Female",0,1,2,1,0,-2,1,-2,2,1,0,0,1,-2,0,0,1,1,1,1,2,-2,1,1,1,-2,0,0,0,0,-2,1,1,-1,-2,1,1,1,2,1,0,0,0,1,-2,2,-2,1,0,1,2,0,0,0,0,1,1,0,-2,1,1,-2,0,1,1,"No","They complement each other","Never","Yes, I have family","At least once a week","Always",1,0,0,2,2,0,1,0,0,0,1,1,1,-1.69626
"Male",1,1,1,2,0,-2,2,0,0,1,0,-1,0,0,1,0,-2,-2,2,1,0,1,2,-1,1,1,0,2,2,1,-2,0,1,-1,-2,1,1,0,1,0,0,0,-2,2,1,1,-1,1,2,1,-2,0,0,1,1,1,1,-1,0,0,1,-2,1,0,0,"No","They complement each other","Sometimes","Yes, I have both","No","Never",1,1,1,0,0,0,1,2,-2,0,-2,1,0,1.30789
"Male",-1,-2,0,0,2,0,0,0,-2,-2,0,2,0,0,0,0,1,0,0,1,1,0,0,1,-1,-2,0,0,1,-1,-1,-2,0,-1,-2,1,-1,1,-2,-1,2,0,-1,1,-2,1,0,0,1,1,1,0,0,2,2,1,1,1,0,1,0,-2,2,2,1,"Yes","They conflict","Always","Yes, I have family","More than three times a week","Always",2,1,0,2,2,1,1,1,1,0,-2,1,1,16.3503
"Female",1,-2,0,1,2,0,2,1,-2,-2,0,-2,1,0,0,0,0,0,0,0,0,1,0,2,-2,0,0,0,1,0,1,-2,0,0,0,1,2,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,0,1,1,0,2,1,1,0,1,2,0,1,1,0,"Yes","They are separate","Rarely","Yes, I have family","More than three times a week","Sometimes",2,0,0,1,2,2,1,1,1,-2,0,1,2,4.74045
"Male",1,1,0,0,0,1,0,-1,0,-2,1,0,-2,-2,0,-2,-2,-2,1,0,2,-1,1,1,0,0,2,0,-2,0,2,-1,1,1,-2,0,1,0,1,1,0,0,2,0,-2,1,0,0,0,1,-2,0,0,1,0,0,-2,-2,-1,1,0,0,-2,0,0,"No","They conflict","Sometimes","Yes, I have both","At least once a month","Sometimes",0,1,0,0,2,1,0,0,0,0,0,0,1,-7.75702
"Female",1,1,2,0,2,-2,1,-2,0,-1,1,1,0,0,-2,0,1,2,-2,0,0,-1,1,2,-2,-1,1,-1,-2,-1,-2,-2,-1,0,2,0,0,1,-1,-2,0,-1,0,0,-1,0,-2,0,0,0,0,0,2,-2,1,0,0,1,0,0,0,-1,0,2,-2,"No","They complement each other","Rarely","Yes, I have family","More than three times a week","Sometimes",1,2,2,1,1,0,1,0,1,1,0,1,0,-10.6103
"Male",-1,-2,-2,0,1,1,2,-1,1,-2,0,0,-1,-1,1,1,-1,-1,0,1,-1,2,-1,-2,1,1,-1,0,1,1,-1,0,0,-1,-1,2,-1,2,-2,0,2,-1,-1,2,-2,2,-1,2,-1,0,0,-1,0,0,1,1,1,-2,0,0,2,-1,2,2,2,"No","They are separate","Sometimes","Yes, I have both","At least once a month","Never",2,1,0,2,1,0,1,0,-2,1,1,2,0,0.0563564
"Male",0,1,2,0,2,2,0,0,-2,-2,0,-2,1,0,-1,-2,2,0,0,1,2,0,1,1,-1,-2,2,-1,-2,-1,0,-1,0,1,1,1,-2,0,0,-1,0,-2,1,0,-2,0,2,0,1,1,-2,0,1,0,-2,0,0,1,0,0,0,2,0,1,0,"Yes","They are separate","Never","Yes, I have both","More than three times a week","Sometimes",1,0,0,0,0,0,0,1,1,-2,-2,0,0,-1.90927
"Male",-2,-2,-2,1,0,-2,1,-2,1,0,-2,-2,-2,-2,2,1,-2,0,1,1,-1,2,-1,0,2,2,-2,1,0,2,-2,1,1,-2,-2,1,-2,2,0,2,1,0,-2,1,0,1,-2,2,-2,2,0,-2,-2,-2,1,1,2,0,0,1,2,-2,1,0,1,"No","They complement each other","Sometimes","Yes, I have family","Rarely","Always",1,1,0,1,0,-2,1,1,0,2,0,1,1,-2.63251
"Female",-2,-1,-2,2,2,1,1,-2,1,2,-2,1,-2,-1,1,1,1,1,1,1,-2,0,-2,2,2,-2,-2,1,0,1,-2,-2,1,0,-2,0,-1,0,-2,0,0,0,-2,2,0,1,-1,0,-1,1,1,-2,-2,0,0,0,1,-2,-2,2,1,-1,1,0,-2,"No","They conflict","Never","Yes, I have family","At least once a month","Always",1,0,1,2,2,2,2,1,1,1,1,1,2,-7.96884
"Male",-2,-1,0,2,1,1,1,-2,-2,2,-2,1,-1,1,0,0,1,0,1,1,0,1,-2,-2,1,0,0,0,-2,1,-1,1,1,-1,1,1,-1,2,-1,-2,2,1,0,1,-2,0,-2,1,0,1,1,0,0,2,1,1,1,2,-1,1,1,-2,2,2,2,"Yes","They conflict","Never","Yes, I have family","At least once a week","Never",2,1,2,2,2,1,2,2,2,1,0,1,1,15.106
"Female",-2,-2,1,-2,1,1,0,0,1,1,2,1,0,1,1,2,1,1,0,2,-2,1,0,0,2,0,2,1,1,2,0,0,0,0,-1,0,0,1,1,1,1,1,-2,1,-2,2,1,2,-2,1,2,0,1,1,1,2,1,0,-2,2,2,1,1,1,1,"No","They complement each other","Never","Yes, I have family","More than three times a week","Never",2,2,1,1,2,0,1,0,1,1,2,1,1,-0.791229
"Female",-1,-1,0,1,2,1,2,0,-2,-2,1,1,-2,2,1,0,2,0,1,1,-1,0,0,1,1,0,0,0,1,1,-2,-2,1,0,0,0,1,1,-2,-1,0,1,-1,1,0,-1,-1,0,-2,1,0,1,0,1,0,1,-2,1,-2,1,1,-1,1,0,0,"No","They are separate","Never","Yes, I have both","At least once a month","Sometimes",1,2,0,0,1,1,-1,2,1,1,0,1,0,2.43913
"Male",-2,-2,-2,0,-2,0,1,0,0,0,0,0,0,1,0,-1,1,-2,1,0,0,1,-2,0,0,-2,1,0,0,1,2,1,2,-1,-2,1,1,1,1,1,2,1,-2,2,-2,1,-2,2,1,1,1,1,0,2,1,0,0,0,0,1,1,-2,0,0,1,"Yes","They are separate","Sometimes","Yes, I have both","Rarely","Never",1,2,1,1,1,1,1,0,-2,-2,0,2,1,-4.74515
"Female",-2,-1,0,2,1,0,1,1,0,0,2,-2,-2,1,0,0,-2,0,0,1,-1,0,0,1,0,-2,-1,2,0,1,-1,0,0,0,0,1,0,1,-2,0,1,0,-2,2,-1,2,0,0,0,1,1,0,1,-1,2,2,1,1,-2,0,2,-2,2,1,1,"Yes","They complement each other","Never","Yes, I have both","More than three times a week","Rarely",0,0,-2,1,1,1,0,2,0,0,-2,0,1,14.9363
"Female",1,0,0,1,0,-2,0,2,-2,0,-2,-2,-1,-1,1,1,1,-1,-2,0,-2,0,-2,0,1,-1,-2,1,0,0,-1,-2,1,0,-2,1,-2,1,-2,0,2,2,-1,0,0,0,-2,0,-2,-2,0,0,-2,2,-2,1,-2,-2,2,-2,0,-2,0,0,0,"Yes","They are separate","Rarely","Yes, I have both","Rarely","Rarely",2,1,-2,0,0,2,0,1,0,1,0,1,1,15.5211
"Female",-2,1,0,0,1,1,1,-2,-2,-2,1,-2,0,-2,-2,-2,-2,0,0,-1,1,1,0,0,-1,-1,1,-1,0,-1,0,-2,-1,0,0,-1,2,1,1,2,-1,-1,1,-2,-2,1,-2,0,1,0,-1,1,2,1,-2,-2,-1,1,1,1,0,-2,1,0,-2,"No","They complement each other","Sometimes","Yes, I have both","At least once a month","Sometimes",-2,1,0,0,1,0,0,0,0,-2,-2,0,0,0.880524
"Male",1,-2,-2,2,2,2,2,-2,1,0,1,2,0,1,0,2,-1,-1,0,2,-1,1,-2,0,2,2,-2,2,0,1,-2,0,1,-2,-1,1,0,2,-1,0,2,2,-2,1,0,1,-2,1,-2,2,2,-1,-2,-2,1,1,1,1,-2,1,1,-1,1,1,1,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Never",0,-2,1,1,2,1,1,1,1,2,2,2,2,3.56511
"Male",1,2,1,-2,0,-1,0,2,-2,1,1,-2,2,-2,-2,-2,1,2,1,1,-2,-2,1,2,1,-2,2,0,0,0,1,-2,0,0,-2,0,2,1,0,2,2,2,1,0,-1,1,2,0,1,1,1,-2,-2,-2,1,1,1,2,2,-2,0,0,1,0,0,"Yes","They are separate","Rarely","Yes, I have family","More than three times a week","Never",0,0,1,1,1,-1,1,1,0,1,0,0,-1,13.6774
"Male",-2,-1,-1,2,1,1,1,-1,-2,0,0,0,-2,1,2,1,-2,-1,-2,0,0,0,0,2,-2,-2,-1,1,1,-1,0,0,0,-2,-1,1,-2,1,-2,-1,1,-2,0,2,-1,1,-2,0,-1,0,-2,-2,-2,-2,1,1,1,-1,-2,1,1,-1,2,2,1,"Yes","They complement each other","Sometimes","Yes, I have both","More than three times a week","Never",0,2,0,1,1,0,1,0,0,1,0,1,1,6.24777
"Male",-1,-1,-1,2,2,1,2,-1,1,1,0,-1,-1,2,0,0,0,0,-2,0,0,-2,2,0,0,-2,-2,1,2,0,0,-2,0,-2,-2,1,-2,1,-2,0,-1,0,0,1,-1,2,-1,1,-2,1,-2,0,0,-2,1,1,0,-2,-2,1,0,-1,1,1,0,"Yes","They complement each other","Rarely","Yes, I have both","At least once a month","Never",2,1,2,2,1,1,1,2,1,0,0,1,1,7.03524
"Male",-1,-2,-1,1,1,0,1,-1,0,0,-2,0,-1,0,2,0,0,-1,0,1,-1,2,-1,-2,0,-1,-2,0,-2,1,-2,-2,1,-2,-1,2,0,2,-2,1,1,-2,-2,2,-1,1,0,2,-1,1,1,-2,-2,-1,1,1,0,0,0,2,2,-1,2,0,-2,"Yes","They are separate","Rarely","Yes, I have family","At least once a week","Always",2,1,1,1,2,0,0,1,0,-2,0,1,1,16.7114
"Female",0,1,0,-2,0,-2,1,0,-1,-2,-1,0,1,-2,0,-2,1,2,1,-1,-1,1,0,0,1,0,1,-1,-2,0,0,-1,0,0,-2,-1,2,-1,1,2,-1,0,0,-2,1,1,0,1,-2,0,-1,1,0,2,0,0,0,0,1,0,1,0,-2,-1,-1,"No","They are separate","Never","Yes, I have both","At least once a month","Sometimes",0,2,0,0,0,0,0,0,-2,1,-2,-1,-1,-15.4274
"Male",-2,-2,-2,2,0,1,2,-2,0,0,-1,0,-2,-2,1,0,0,1,-2,-1,1,0,-2,0,-2,0,-1,-1,2,0,-2,1,-1,0,1,0,0,0,1,-1,1,-1,0,0,-2,1,1,0,-2,-1,0,0,0,0,0,1,0,0,-2,0,1,-1,1,1,0,"Yes","They conflict","Never","Yes, I have family","No","Never",0,2,0,1,1,2,2,1,2,0,0,1,1,-5.83046
"Female",-1,-1,-1,2,2,0,2,-2,1,0,0,2,-1,1,1,2,1,1,1,2,-1,2,0,0,1,-2,-2,1,0,0,-1,1,1,-1,0,1,-1,1,-1,-1,0,0,-1,1,-2,1,-1,1,-2,2,2,-1,0,-1,2,1,2,-2,-1,2,1,-1,2,2,2,"No","They conflict","Rarely","Yes, I have both","At least once a week","Always",0,-2,2,2,1,0,1,2,2,1,1,1,0,16.5701
"Female",0,1,-2,1,2,1,1,2,-2,1,-2,2,-1,0,1,2,-2,-1,1,2,0,2,0,-1,2,1,-2,1,2,1,-1,2,1,-1,-2,1,-2,2,-2,-1,2,0,-2,2,-1,2,1,0,-2,-1,1,-2,-1,1,1,2,0,0,-1,2,2,-1,2,2,2,"No","They conflict","Never","Yes, I have both","At least once a week","Sometimes",0,2,0,2,2,1,2,2,2,1,0,2,1,13.083
"Female",-2,0,0,-2,2,-2,2,0,1,0,1,0,-2,0,1,-2,-2,0,1,-1,-1,-1,-2,1,0,0,-2,-1,0,1,0,0,1,-1,0,0,-1,2,-2,-2,1,-1,-2,0,-1,1,-2,1,-2,-2,1,-2,0,-2,1,1,0,0,-1,2,1,-1,2,1,-2,"No","They are separate","Sometimes","Yes, I have both","At least once a month","Never",0,0,-2,1,2,-2,1,0,1,1,0,1,0,12.8642
"Female",-1,-1,-1,1,1,0,0,-1,-2,-2,-1,-2,-1,-2,1,-1,-1,1,1,0,-2,2,-1,-1,1,1,-1,1,2,1,-1,1,0,-1,-2,1,-2,2,-1,-2,0,1,-1,0,-2,0,-1,2,-2,0,-1,1,2,2,0,-2,-1,-1,0,-2,0,-1,1,-1,0,"Yes","They complement each other","Never","Yes, I have both","At least once a week","Sometimes",1,0,-2,0,0,-1,0,0,0,-2,0,0,0,18.8904
"Female",1,2,1,0,0,0,2,1,-2,-2,0,0,2,0,-2,-2,2,2,0,0,1,0,2,1,0,-2,2,0,2,0,2,0,0,2,-2,-1,2,1,1,2,0,1,1,-2,-2,2,0,0,2,0,-2,1,0,2,1,0,0,1,1,1,1,-1,0,0,-1,"No","They complement each other","Rarely","Yes, I have both","At least once a month","Always",1,1,1,0,1,0,1,0,-1,-2,-1,1,0,-0.606153
"Male",-1,-1,-1,-2,0,-2,2,0,1,-1,-2,0,-1,-2,0,1,0,-1,0,1,-1,1,-2,2,2,-2,1,1,0,1,0,1,1,0,-2,1,0,1,-1,-1,1,2,-2,0,-1,1,-2,1,2,2,2,-1,1,2,2,1,1,0,0,1,2,-1,1,1,0,"Yes","They are separate","Sometimes","Yes, I have family","More than three times a week","Never",2,2,2,2,1,2,1,1,-2,1,1,1,2,0.552895
"Female",0,-1,0,-2,1,-1,1,-2,-2,-1,1,0,2,-2,-1,-2,2,2,-2,0,0,0,1,2,0,-2,2,-1,0,0,1,-1,0,0,0,-1,0,1,0,1,1,2,0,0,-1,1,0,0,2,1,1,0,2,0,1,0,1,0,0,0,2,0,1,2,0,"Yes","They are separate","Rarely","Yes, I have both","No","Never",2,2,1,2,2,0,1,0,1,1,2,1,-1,0.420454
"Male",0,2,2,1,1,-2,2,-1,0,0,-2,1,0,-2,0,0,-2,0,0,0,0,0,-2,1,2,1,1,0,1,1,-2,-1,1,0,0,1,2,2,-1,2,1,0,1,0,-2,1,-2,1,-1,0,1,1,0,-1,-1,1,1,1,1,2,1,-1,1,-1,-2,"Yes","They are separate","Rarely","Yes, I have both","More than three times a week","Always",0,1,1,0,1,-2,1,0,0,2,1,1,1,26.7887
"Male",-1,-2,-2,-2,1,-2,1,-2,0,1,0,1,0,1,-2,0,0,-2,0,0,-2,-2,0,2,0,-1,2,0,0,0,2,0,0,-2,-2,-1,0,1,0,1,0,2,0,-2,0,1,1,1,0,0,0,-1,-1,0,1,1,1,0,-2,1,1,-2,0,1,-1,"No","They complement each other","Rarely","Yes, I have both","At least once a week","Never",1,2,2,1,2,0,1,0,-2,1,2,1,0,-8.77076
"Male",-2,-2,-2,2,2,2,2,0,0,2,0,2,0,2,2,2,-1,0,2,0,0,1,0,0,0,0,-2,1,2,0,-1,2,0,-1,-1,1,1,2,1,0,2,0,-2,2,-2,0,0,0,-2,0,0,1,0,1,0,0,0,0,-2,2,0,-1,2,1,1,"Yes","They conflict","Never","Yes, I have both","At least once a week","Never",-2,1,0,2,2,1,2,2,2,0,-2,1,1,9.84914
"Male",-2,-2,0,2,1,-2,1,-2,0,1,0,1,-2,0,2,2,2,-1,0,2,-2,1,0,0,1,2,-2,1,2,0,-2,2,1,-2,-2,1,-2,1,-2,-2,1,0,0,2,0,1,2,2,-2,1,1,0,-1,1,0,1,2,-2,0,0,0,-1,1,1,2,"Yes","They conflict","Rarely","Yes, I have family","More than three times a week","Never",0,-2,0,1,1,-2,1,2,0,2,-2,1,0,0.744544
"Female",0,1,-2,1,1,-1,2,2,1,1,-2,1,-2,0,2,2,0,-2,-2,1,-1,1,-2,1,1,2,0,1,1,1,1,2,0,-1,-1,2,0,1,-2,0,1,1,-1,1,-2,0,-1,2,-2,2,2,0,-2,-2,1,2,1,0,0,1,1,-1,2,1,1,"Yes","They are separate","Sometimes","Yes, I have both","At least once a week","Rarely",1,1,1,2,1,1,1,2,1,2,2,2,2,-1.95569
"Male",0,-2,-2,0,0,1,0,-2,0,0,0,1,0,1,1,2,1,1,-2,1,-2,1,1,1,1,0,0,1,1,0,-2,-2,0,1,1,1,1,0,0,-2,0,0,0,0,0,1,-2,1,-2,0,1,0,1,0,2,1,2,0,-2,2,1,0,0,1,0,"No","They complement each other","Sometimes","Yes, I have both","More than three times a week","Sometimes",1,1,0,1,1,2,0,-2,-2,1,1,0,1,-3.18633
"Male",-1,-2,-1,1,2,0,2,-2,1,-2,-2,-2,-1,-1,0,2,0,-1,-2,1,-2,0,0,-2,0,1,-2,1,2,1,0,0,1,-2,-1,1,-1,1,-2,-1,0,-1,0,1,0,1,-1,0,-1,0,0,-2,-1,0,0,1,1,-1,-1,2,1,-1,0,1,2,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a week","Rarely",1,1,0,2,2,2,2,2,0,1,1,2,2,-14.3538
"Female",-1,-2,0,-2,1,0,0,0,0,1,-1,2,0,-1,0,-2,-2,1,0,2,2,-1,1,1,1,1,0,0,1,0,-1,1,1,-1,1,1,1,1,-1,1,1,-2,-1,1,0,2,1,0,-1,1,2,-2,-2,0,0,1,1,0,-1,1,0,-1,0,1,1,"No","They conflict","Rarely","Yes, I have both","No","Always",1,1,1,1,2,2,2,0,1,0,1,0,1,6.09
"Female",-1,-1,-1,1,2,2,1,-1,0,2,0,1,-2,0,2,2,1,0,-2,1,-2,1,0,2,0,-2,0,1,1,-1,-2,-2,0,-1,-1,1,-2,1,-2,0,1,2,-1,1,-1,1,-1,1,-1,1,0,-2,-1,-2,2,2,2,2,-1,1,1,-1,2,2,-2,"No","They complement each other","Never","No","At least once a week","Always",1,1,2,2,2,1,1,2,1,1,2,2,0,14.4981
"Male",-2,1,-2,-2,1,2,-2,-2,0,0,-2,0,-2,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,2,-2,-1,1,0,0,0,0,0,2,-2,0,0,0,1,-2,1,-2,0,-1,1,2,1,-2,1,1,1,1,-2,-2,1,1,1,1,0,1,"No","They complement each other","Sometimes","Yes, I have family","No","Never",2,2,0,1,1,1,0,-2,0,2,2,0,0,-0.56683
"Female",-1,-1,-1,2,2,1,2,0,2,2,-1,1,-1,-1,2,1,-2,-1,2,2,-1,2,-1,-2,2,1,-1,2,1,2,-1,1,2,-1,-1,2,-1,1,-2,-1,2,0,-1,2,-2,1,-1,1,-1,2,1,-1,-1,-2,2,2,2,-2,-1,1,1,-1,2,2,2,"No","They complement each other","Never","No","At least once a week","Always",2,2,2,2,2,2,2,2,2,1,2,2,2,10.6147
"Male",-2,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,-2,2,1,1,2,1,0,0,1,0,2,1,1,-1,1,1,-2,0,0,1,1,0,1,1,-2,-2,0,-1,2,2,2,2,2,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,"No","They complement each other","Never","No","No","Never",2,1,0,1,1,1,0,1,0,-2,0,1,-1,12.1972
"Male",-2,0,0,0,1,1,1,-2,1,-2,-2,1,0,-2,-2,1,-2,0,-2,1,1,0,-1,1,-2,0,0,0,2,0,-1,1,0,0,1,1,-2,1,0,-1,2,0,-1,1,-2,1,-2,0,-2,0,1,-1,-2,0,0,1,1,-2,0,1,1,-2,2,2,0,"No","They conflict","Never","Yes, I have both","No","Always",1,2,2,2,2,1,2,1,1,1,1,1,1,13.5011
