"gender","alwaysDepressed","alwaysAnxious","alwaysStressed","alwaysLoveAndCareForYourself","alwaysAccountableAndResponsibleForYourActions","alwaysCalm","extreAustraliayGoodAbilityToSense","alwaysHaveDigestiveProblems","myBodyIsHypermobileAndLovesToMove","alwaysHaveFun","alwaysSerious","extreAustraliayGoodCommunicator","iDontFeelParticularlyPleasedWithTheWayIAm","iAmIntenselyInterestedInOtherPeople","iFeelThatLifeIsVeryRewarding","iHaveVeryWarmFeelingsTowardsAlmostEveryone","iRarelyWakeUpFeelingRested","iAmNotParticularlyOptimisticAboutTheFuture","iFindMostThingsAmusing","iAmAlwaysCommittedAndInvolved","iDoNotThinkThatTheWorldIsAGoodPlace","iAmWellSatisfiedAboutEverythingInMyLife","iDontThinkILookAttractive","thereIsAGapBetweenWhatIWouldLikeToDoAndWhatIHaveDone","iAmVeryHappy","iAlwaysHaveACheerfulEffectOnOthers","iCanFitInFindTimeForEverythingIWantTo","iFeelThatIAmNotEspeciallyInControlOfMyLife","iFeelAbleToTakeAnythingOn","iFeelFullyMentallyAlert","iOftenExperienceJoyAndElation","iDontHaveAParticularSenseOfMeaningAndPurposeInMyLife","iFeelIHaveAGreatDealOfEnergy","iUsuallyHaveAGoodInfluenceOnEvents","iDontHaveFunWithOtherPeople","iDontHaveParticularlyHappyMemoriesOfThePast","onTheWholeIAmSatisfiedWithMyself","atTimesIThinkIAmNoGoodAtAll","iFeelThatIHaveANumberOfGoodQualities","iFeelIDoNotHaveMuchToBeProudOf","iCertainlyFeelUselessAtTimes","iFeelThatImAPersonOfWorth","iWishICouldHaveMoreRespectForMyself","allInAllIAmInclinedToThinkThatIAmAFailure","iTakeAPositiveAttitudeTowardMyself","leadersOughtToMakeUpTheirOwnMindsAndNotWasteTimeConsultingOther","betterDecisionsAreMadeWhenLeadersDiscussMattersWithOthersFirst","friendsUsuallyCantAgree","familyMembersUsuallyEnjoyDoingThingsTogether","iPreferNotToShareMyGoodIdeasWithOthers","iLikeToCooperateWithOthersOnProjects","itsFunToTakePartInRunningAClub","socialClubsHardlyEverWorkWell","itIsOftenDifficultWorkingWithOtherPeople","itIsMoreProductiveToWorkOnOnesOwn","teamWorkIsTheBestWayToGetResults","boysAndGirlsCanUsuallyWorkTogetherQuiteWell","involvementInJointProjectsIsVerySatisfying","itIsDifficultToArriveAtAnAgreedDecisionInGroups","committeesAreAWasteOfTime","iLikeToGetToKnowPeopleBetter","friendsOughtToBeConcernedAboutEachOthersWishes","peopleOfADifferentSexCanHardlyEverAgree","doYouFeelASenseOfPurposeAndMeaningInYourLife","doYouOftenFeelASenseOfGratitudeForTheGoodThingsHappenedInYourLi","doYouOftenExperienceASenseOfInnerPeaceAndCalmness","doYouBelieveInAHigherPowerOrDivineBeingThatInfluencesYourLife","howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki","howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends","doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded","howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV","doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer","iLikeMyCurrentLivingAccomodation","iPreferStayingInAQuietPlace","iLikeCookingFood","iAmOpenToEngagingInPracticesToExpandMyKnowledgeBase","iAmOpenToEngagingInPracticesWhichFocusOnMyInterestsAndBeliefs","iFeelLikeIRegularlyDedicateTimeToMaintainMyWellness","iWillinglySeekOpportunitiesWhichFeelMeaningfulAndRewardingToMe","alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai","alwaysMakingProgress","whenInAFriendshipIsYourRelationshipVeryIntimate","whenInASexualRelationshipIsYourRelationshipVeryIntimate","iFeelCapable","iAttemptToManageMyTimeToMaintainAHealthyWorkAndLifeBalance"
"Male",-1,-2,-2,0,1,1,2,-1,1,-2,0,0,-1,-1,1,1,-1,-1,0,1,-1,2,-1,-2,1,1,1,-1,0,1,1,-1,0,0,-1,-1,2,-1,2,-2,0,2,-1,-1,2,-2,2,-1,2,-1,0,0,-1,0,0,1,1,1,-2,0,0,2,-1,2,2,2,"No","They are separate","Sometimes","Yes, I have both","At least once a month","Never",2,1,0,2,1,0,1,0,-2,1,1,2,0
"Female",-2,0,0,0,2,1,2,1,1,-1,0,1,1,1,2,2,0,0,0,1,-2,1,-2,2,0,2,1,0,1,1,2,1,-1,2,1,-1,1,2,1,1,0,0,1,0,1,-1,1,-1,2,-2,2,2,-2,-1,-1,0,2,2,-1,0,2,2,0,0,1,1,"Yes","They are separate","Rarely","Yes, I have family","No","Never",1,0,1,2,2,1,1,0,0,1,2,2,1
"Male",-2,-1,-2,1,1,2,2,-2,2,0,-2,-2,-1,-2,1,2,-1,-1,2,1,1,0,-2,1,1,2,-2,-2,1,0,0,-1,2,1,-2,-2,0,0,2,0,1,1,1,-1,1,0,1,-1,0,-1,0,0,-2,-2,1,0,1,1,0,-2,1,1,-1,0,2,0,"No","They conflict","Rarely","Yes, I have family","More than three times a week","Always",0,2,2,2,2,1,2,2,2,0,0,2,2
"Male",0,0,-2,0,1,-1,-2,0,0,0,-2,-2,-2,0,1,-1,2,-2,0,-1,-1,-2,0,0,-1,0,-2,0,-1,-2,-1,1,1,-1,-2,-2,-1,2,-1,1,1,0,1,-2,-2,-1,0,0,-1,0,-2,-2,0,0,0,-2,-2,-2,0,-2,0,0,-2,-2,0,-2,"Yes","They are separate","Sometimes","Yes, I have family","At least once a week","Sometimes",0,1,1,1,1,-1,0,-2,0,0,0,-1,-1
"Male",-1,-2,-1,0,1,0,1,1,2,2,-2,2,-2,-2,1,1,-2,-2,1,0,0,0,-1,-2,0,2,1,-1,1,2,2,0,0,1,-1,-2,2,0,1,0,-2,2,-1,-2,1,-1,2,0,2,-2,1,2,-2,-1,0,1,1,1,-2,-2,1,2,-1,1,1,2,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a week","Always",2,1,0,2,2,2,1,-2,1,1,1,1,2
"Male",-2,-1,-1,0,1,0,2,0,1,-2,0,-2,1,0,1,0,2,0,1,1,-1,-2,1,1,-2,1,0,1,0,1,0,0,2,1,-2,-1,1,0,1,-2,-2,1,2,-1,0,-2,2,0,2,0,2,2,-1,-2,1,2,2,2,1,-2,1,1,-1,1,1,0,"Yes","They are separate","Rarely","Yes, I have both","More than three times a week","Always",0,0,2,1,1,0,1,2,2,0,0,2,2
"Female",1,2,2,-2,1,1,1,1,-2,-1,2,0,1,-2,2,0,0,0,-1,1,0,0,1,2,1,-2,0,0,-1,0,0,-2,0,-1,1,-2,0,2,0,-2,-2,1,0,-2,0,1,1,0,-1,-2,-2,-2,0,0,2,-2,0,-2,2,-2,0,0,0,-2,1,-2,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Rarely",1,1,-2,1,2,-2,0,1,0,1,-2,0,0
"Female",-2,-1,-2,1,2,0,1,-2,0,-1,-1,0,-2,-2,0,-2,2,0,0,1,-1,1,2,1,0,1,-1,0,-1,1,0,-2,-2,0,0,-1,0,0,1,-2,-1,1,1,-2,2,0,1,0,0,0,0,0,-2,0,2,1,1,0,1,0,0,1,-1,2,2,1,"Yes","They complement each other","Never","Yes, I have family","More than three times a week","Rarely",2,2,0,1,2,-2,0,1,0,1,0,1,0
"Male",-1,-1,-2,0,1,-2,1,-1,0,0,-1,-2,-2,0,1,0,0,-1,-2,1,1,-2,0,0,0,0,0,-1,1,1,0,-1,1,0,-1,-1,-1,0,0,-2,0,0,-2,-1,1,1,0,-1,1,1,1,-2,1,0,1,2,0,0,-2,-1,1,0,-1,1,0,-1,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Never",0,1,1,0,0,-1,0,2,-2,1,0,1,-1
"Female",-2,-2,-1,0,0,1,-2,0,0,1,0,1,-2,1,0,0,-2,0,1,1,0,0,0,-2,0,1,-2,-1,1,0,-1,-2,0,0,0,-2,-1,-2,0,-2,-1,1,-2,-1,2,0,1,-2,0,-1,1,-2,-2,0,1,0,0,1,0,0,0,0,-2,0,0,-2,"No","They conflict","Sometimes","Yes, I have family","At least once a week","Rarely",1,1,1,1,1,0,1,0,0,0,0,1,0
"Male",-2,0,1,0,-2,1,0,0,1,-2,-2,0,1,0,0,1,1,0,-2,0,1,0,1,2,-2,-2,-2,1,0,0,0,-2,0,1,2,0,0,0,1,1,1,0,0,-1,1,0,2,-2,1,1,1,1,2,1,0,1,1,1,0,0,1,0,1,0,1,-2,"No","They conflict","Never","Yes, I have both","At least once a week","Never",2,1,1,1,1,0,1,0,1,0,2,1,1
"Female",1,2,-2,-2,1,-1,-2,2,-2,-1,-2,-1,2,-2,0,-1,2,1,-2,0,0,-1,0,1,-2,0,-1,2,0,0,-1,1,0,0,0,-2,0,1,-1,0,1,0,1,0,-2,-1,0,-2,0,0,0,-2,0,0,2,0,1,-2,-2,0,-1,0,1,0,1,-2,"Yes","They are separate","Sometimes","Yes, I have both","Rarely","Rarely",0,2,0,0,0,0,0,-2,-2,0,0,0,1
"Female",-2,0,-2,0,2,1,1,-2,1,-2,1,0,0,-2,0,1,2,0,-2,1,-2,0,0,1,1,0,-2,1,-1,-2,0,0,-1,1,2,-2,1,-2,1,1,1,0,-2,-2,1,0,1,0,2,-1,1,1,-2,-2,0,0,1,2,0,0,0,2,-2,2,1,-2,"No","They are separate","Rarely","Yes, I have both","More than three times a week","Never",0,1,2,1,1,1,1,0,1,1,2,2,1
"Male",-1,-1,-1,1,2,1,0,-2,1,0,-1,-2,-1,0,2,1,0,-2,1,0,1,0,-2,1,1,1,0,0,2,2,1,-2,1,1,0,-1,1,-2,2,-1,-2,2,2,-1,1,-2,0,-1,0,-1,1,1,0,1,2,1,1,0,0,-1,0,0,-1,2,2,0,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Sometimes",2,2,2,2,2,2,2,1,1,0,1,2,1
"Male",-2,0,-2,2,1,1,0,0,1,1,-1,0,-2,-2,1,1,-2,-2,1,0,-1,1,-1,1,-2,1,1,-2,1,0,0,-2,2,-1,1,0,-1,1,0,0,0,0,1,-2,0,0,0,-1,0,-1,0,0,1,0,1,-2,1,-2,-1,-2,1,1,-2,0,1,0,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Sometimes",0,1,0,1,1,1,1,0,1,-2,1,0,1
"Male",-1,0,-2,-2,2,0,1,-2,-2,2,0,0,1,1,1,1,-1,-1,-2,-1,-2,0,1,0,2,1,1,0,1,0,0,-1,0,1,-1,-1,0,2,2,-2,2,0,0,0,1,-1,1,0,2,-1,1,-2,0,-2,0,0,1,0,-2,0,0,0,-2,0,0,1,"No","They are separate","Sometimes","Yes, I have family","At least once a week","Never",1,1,0,1,1,1,0,0,0,0,2,1,0
"Female",0,0,-1,0,1,0,2,0,1,0,-2,-2,-1,0,1,0,0,0,2,1,-1,1,1,-2,-2,1,-2,0,1,1,1,0,1,0,-2,-2,0,0,1,-1,0,1,2,-2,1,-2,1,0,1,-2,1,0,1,1,2,1,0,-2,-2,0,0,0,-1,2,0,0,"Yes","They complement each other","Sometimes","No","At least once a month","Sometimes",0,0,1,1,1,0,0,0,-2,1,0,1,1
"Male",-1,-1,-1,0,2,0,1,1,1,2,-1,0,0,1,0,1,2,-1,0,-1,0,0,-2,0,1,1,-2,1,0,1,0,-2,0,1,-1,0,0,-2,2,-2,2,2,0,0,1,-1,2,0,0,-1,1,-2,0,-2,2,-2,1,0,-2,-1,2,1,-2,0,1,-2,"Yes","They conflict","Always","Yes, I have both","At least once a week","Rarely",-2,1,-2,2,2,1,2,0,1,0,2,2,2
"Female",-2,0,-2,-2,1,0,0,-2,0,-2,-2,0,2,1,0,1,1,2,1,0,1,-2,1,0,-2,0,0,1,1,2,0,0,-2,1,-1,0,-1,2,1,1,2,0,2,0,-2,0,1,-2,1,-2,2,0,-2,-1,1,1,1,2,1,0,1,1,-2,1,1,-2,"Yes","They are separate","Sometimes","Yes, I have family","At least once a month","Rarely",1,-2,2,2,2,0,0,-1,0,1,2,0,1
"Male",-1,-1,-1,0,2,1,0,-1,1,-2,1,0,-2,0,0,0,0,-1,-2,1,0,0,-2,1,1,-2,0,-1,0,-2,0,0,-2,1,0,-2,1,-1,0,-1,-2,1,0,-2,1,0,0,-2,0,-1,0,-2,0,-2,-2,0,0,0,0,0,-2,1,0,1,1,1,"Yes","They complement each other","Never","Yes, I have both","At least once a week","Rarely",0,0,1,1,1,1,0,0,1,1,1,0,1
"Male",-1,-2,1,0,1,0,1,1,1,-2,-2,2,1,0,1,1,0,1,0,1,0,-2,-2,0,1,1,-2,1,1,2,1,-1,0,2,-2,-1,0,-2,1,-2,-1,1,0,-2,2,-2,1,1,1,-1,2,2,-1,-1,-2,2,2,1,-2,-2,2,1,-2,1,2,1,"Yes","They conflict","Never","Yes, I have both","At least once a month","Always",1,0,2,2,2,2,2,1,0,0,-2,1,1
"Female",1,0,2,-2,-2,-1,0,1,0,-2,0,-2,2,0,1,0,-2,1,-2,0,0,-1,1,1,-2,-2,0,1,-1,0,0,1,-1,0,0,-2,0,2,0,2,2,0,1,1,0,-2,0,0,0,0,0,0,0,1,-2,0,0,0,0,0,-2,1,0,0,0,0,"Yes","They complement each other","Never","Yes, I have family","Rarely","Rarely",1,-2,0,1,1,0,0,1,0,-2,1,0,0
"Male",0,1,1,1,1,0,1,2,1,1,1,-1,1,0,0,0,2,1,0,0,0,0,2,0,-2,0,0,0,0,0,0,-2,-2,0,1,2,1,2,1,2,2,-1,1,0,0,-1,1,0,0,0,1,0,1,2,1,0,2,0,2,0,0,2,1,0,1,1,"No","They complement each other","Rarely","Yes, I have both","No","Always",1,1,0,1,1,1,0,0,1,-2,1,1,1
"Female",0,1,2,1,2,-2,2,1,-2,2,0,0,1,2,0,1,2,2,-2,0,0,-1,1,2,-2,-2,-2,1,0,0,-1,2,-2,-1,-1,-2,0,0,0,-2,1,1,1,0,0,-1,0,0,0,-1,-2,-1,-2,-2,-2,0,0,0,0,-2,0,0,-2,0,0,-1,"No","They complement each other","Always","Yes, I have both","At least once a week","Never",0,2,2,1,1,0,0,0,2,-2,-2,0,1
"Male",-1,-1,0,1,0,-1,1,0,-2,1,0,-1,-1,-1,-2,-2,-2,-2,0,0,-2,1,-2,0,0,0,-2,-2,0,1,1,-2,0,0,-2,-2,1,-2,2,-1,1,1,2,-2,1,0,0,0,1,-2,0,-2,-2,1,0,1,0,1,0,1,0,0,-2,2,2,1,"Yes","They conflict","Rarely","Yes, I have both","More than three times a week","Rarely",2,1,-2,2,1,0,2,0,-2,0,1,1,0
"Male",0,0,0,0,0,-2,-2,1,0,-2,0,-2,0,-2,2,-2,2,0,-2,0,0,-2,-1,-2,0,0,0,-2,0,1,1,-2,0,0,1,-2,0,0,1,1,0,2,0,-2,2,0,2,2,0,1,1,-1,-2,0,2,0,0,-2,0,-2,-2,0,1,-2,0,0,"No","They complement each other","Never","Yes, I have family","Rarely","Rarely",1,2,0,1,2,0,0,0,-2,-1,-2,1,0
"Female",0,0,0,2,2,2,1,-2,1,1,0,1,0,0,-2,2,1,1,0,1,0,0,-1,1,0,1,-1,2,2,-2,0,0,1,1,-1,-2,1,0,2,1,-2,0,1,0,1,-2,2,-2,2,-2,2,2,-2,-2,-2,2,2,2,0,0,2,1,-1,1,2,1,"No","They complement each other","Rarely","Yes, I have family","No","Rarely",0,1,2,2,2,2,2,0,2,1,1,2,2
"Male",-2,0,0,0,1,1,1,-2,1,-2,-2,1,0,-2,-2,1,-2,0,-2,1,1,0,-1,1,0,-2,0,0,0,2,0,-1,1,0,0,1,1,-2,1,0,-1,2,0,-1,1,-2,1,-2,0,-2,0,1,-1,-2,0,0,1,1,-2,0,1,1,-2,2,2,0,"No","They conflict","Never","Yes, I have both","No","Always",1,2,2,2,2,1,2,1,1,1,1,1,1
"Female",1,-2,1,1,1,0,2,-2,1,-2,-2,2,0,0,0,0,-1,-2,2,1,0,-2,-1,0,-2,2,2,-1,2,-2,0,-1,1,1,-2,0,1,0,1,-2,-2,1,-2,-2,1,0,1,-2,1,0,1,0,0,-2,0,0,1,1,0,0,2,2,-1,0,1,1,"Yes","They complement each other","Never","Yes, I have family","At least once a week","Rarely",0,0,1,1,1,1,2,1,1,2,1,1,2
"Female",-2,0,1,-2,1,-1,-2,-2,-2,-2,0,-2,1,-2,-2,0,1,2,1,0,2,-1,2,0,-2,-2,-2,2,-1,0,-1,0,-1,-1,-2,0,0,1,0,0,2,0,-2,2,-2,-1,0,-2,0,1,0,-1,1,0,1,-2,0,-2,0,-2,1,0,-2,-2,0,0,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Rarely",0,1,-2,0,0,0,0,-2,-2,-2,-2,-1,0
"Female",-2,0,0,0,1,2,0,-2,2,1,-2,-2,1,0,0,1,2,1,-1,2,1,0,2,1,0,-2,-1,2,0,0,-1,0,-2,1,1,-2,0,-2,1,1,1,1,2,0,1,-1,2,1,0,-1,-2,1,-2,0,-2,0,2,1,2,0,0,1,0,1,2,0,"No","They conflict","Never","Yes, I have both","Rarely","Always",2,2,1,2,2,1,2,1,2,0,0,1,0
"Female",-2,-2,-1,0,2,1,2,1,0,2,0,1,-1,0,1,-2,-1,-2,-2,1,-2,0,-2,0,1,1,1,-1,0,1,0,-2,2,0,-1,-2,1,-2,1,-1,-2,2,-2,-2,2,0,0,-2,0,-2,1,-2,-2,-1,1,0,1,1,1,-1,1,1,-2,2,1,0,"Yes","They conflict","Never","Yes, I have friends","At least once a month","Rarely",0,0,1,2,2,1,1,1,0,2,0,1,1
"Female",0,2,2,0,1,0,1,1,-2,0,-1,-1,1,0,0,1,0,0,-2,0,2,0,1,-2,-1,-2,-2,0,1,0,1,0,-2,0,-2,1,0,0,0,0,1,0,1,0,-2,-2,0,-1,0,-2,0,-1,0,0,2,0,2,0,0,-2,1,1,-2,0,-1,-2,"Yes","They conflict","Rarely","Yes, I have both","More than three times a week","Rarely",1,0,0,1,0,0,-1,1,0,0,-1,0,-1
"Female",0,1,1,2,1,0,0,0,0,1,-1,-2,1,-1,2,0,0,0,0,0,-2,0,1,1,1,0,-2,1,2,1,0,-2,1,1,0,-1,0,1,1,-1,1,1,1,-2,1,0,1,-2,0,-2,1,0,0,0,0,0,1,0,1,-2,0,1,-2,1,2,-2,"No","They complement each other","Sometimes","No","At least once a week","Never",1,1,1,1,1,1,1,1,1,-2,0,1,1
"Male",-1,-2,-2,-2,1,-2,1,-2,0,1,0,1,0,1,-2,0,0,-2,0,0,-2,-2,0,2,-1,0,-1,2,0,0,0,2,0,0,-2,-2,-1,0,1,0,1,0,2,0,-2,0,1,1,1,0,0,0,-1,-1,0,1,1,1,0,-2,1,1,-2,0,1,-1,"No","They complement each other","Rarely","Yes, I have both","At least once a week","Never",1,2,2,1,2,0,1,0,-2,1,2,1,0
"Male",-1,-1,-2,2,2,2,1,-1,-1,2,1,0,-1,-2,1,0,-2,0,0,0,-2,0,-1,2,0,-2,0,-1,0,1,0,-1,1,-1,0,-2,1,-1,1,-2,-1,1,-2,-1,1,1,1,0,0,-1,2,1,-1,0,0,1,1,2,2,0,0,0,-2,2,2,2,"Yes","They complement each other","Sometimes","Yes, I have both","At least once a month","Always",1,1,2,2,2,0,1,2,1,1,2,2,0
"Female",-2,-2,0,-2,1,0,1,1,2,0,0,1,0,0,0,1,1,-2,-2,0,-1,0,0,1,0,1,-2,0,1,-2,1,-2,1,1,0,-2,0,0,1,-2,0,1,1,-1,1,-2,0,-2,0,1,0,1,0,-2,1,1,0,0,2,0,0,1,-2,0,1,-2,"Yes","They are separate","Rarely","Yes, I have family","At least once a week","Never",0,0,1,1,1,-2,1,1,0,0,1,1,-1
"Female",-2,1,-2,0,0,1,0,1,1,1,-2,1,0,0,2,1,0,0,0,0,-2,1,-2,-1,0,1,0,0,1,-2,0,-2,1,1,-2,0,0,0,1,0,0,0,1,0,0,-2,1,-1,0,-1,1,1,0,2,1,0,2,0,1,-2,0,2,0,1,1,2,"Yes","They are separate","Never","Yes, I have family","At least once a week","Never",0,2,1,2,1,2,0,0,2,1,1,1,1
"Male",-1,-2,0,0,2,2,2,-2,0,1,-2,-2,0,2,1,1,0,-1,0,2,0,0,1,1,1,1,1,2,1,0,0,0,1,0,0,-1,0,0,2,-2,2,2,2,-2,1,-1,1,0,1,-2,1,0,2,-2,-2,1,1,0,1,-2,1,0,-2,1,1,1,"Yes","They complement each other","Always","No","More than three times a week","Always",0,0,2,1,1,-2,1,2,2,0,1,2,1
"Female",0,-2,1,0,2,0,1,-2,-2,0,1,0,1,-2,-2,2,-1,0,1,0,0,-2,-1,2,-1,0,1,0,0,1,0,-2,2,-1,-1,-2,0,0,1,-1,1,1,0,-2,1,-2,0,1,1,-2,1,1,-2,0,1,0,0,-2,1,1,1,1,-1,1,1,1,"Yes","They complement each other","Sometimes","Yes, I have family","At least once a month","Never",0,-1,1,2,2,1,1,1,1,0,0,1,1
"Female",-1,-1,-2,0,1,-1,0,-2,-2,1,0,0,-1,-1,1,1,0,0,-2,0,-1,0,0,1,-2,1,-2,0,0,1,1,0,-1,0,-2,-1,0,-1,0,0,-2,0,1,-1,-2,-2,1,0,2,1,0,1,-2,0,1,2,1,1,0,0,1,1,-1,1,1,0,"No","They complement each other","Never","No","More than three times a week","Always",2,2,-2,1,1,2,1,2,0,1,1,1,0
"Male",-2,-2,-2,1,0,-2,1,-1,0,-2,1,0,-1,0,1,0,-2,-2,1,0,-2,-2,0,1,-2,2,0,0,2,0,1,0,2,1,-1,-1,0,1,1,0,2,0,0,0,2,-1,-1,-2,1,-2,0,0,1,-2,0,0,-2,-2,-1,0,0,0,-2,0,1,0,"Yes","They complement each other","Sometimes","Yes, I have both","More than three times a week","Rarely",0,2,0,1,1,1,1,2,0,0,0,0,0
"Male",-1,-2,-1,1,1,0,1,-2,-2,2,0,-2,-2,0,1,1,-2,-1,1,0,-1,-2,1,1,0,0,0,-1,1,1,0,1,0,-1,-1,-1,0,0,1,-2,1,1,1,-2,0,-1,1,-1,2,-1,1,1,0,-2,-2,2,2,1,0,-2,2,2,-1,1,1,0,"Yes","They conflict","Rarely","Yes, I have both","More than three times a week","Always",2,1,0,1,1,0,2,1,2,0,-2,0,1
"Female",-2,-2,0,-2,1,-2,0,-2,-1,-1,0,-2,1,1,0,0,2,2,-1,0,-2,-2,2,-2,-1,0,-1,2,-1,0,0,1,-1,0,0,0,0,1,-1,2,1,-1,1,1,-2,1,2,-2,0,0,1,0,-2,0,1,2,1,0,-1,-2,0,1,0,-2,0,-2,"Yes","They complement each other","Rarely","Yes, I have both","More than three times a week","Sometimes",0,0,-2,-1,0,-1,-1,-2,-1,1,-2,-1,-1
"Male",-1,-1,-2,0,1,1,1,-2,1,1,1,0,-1,-2,1,1,-2,-2,-2,1,-1,1,-2,1,0,1,0,0,0,0,0,0,1,2,0,0,1,-1,1,-2,0,1,0,-1,2,-2,2,-1,1,-1,1,1,-2,-2,0,0,1,-2,-2,-2,2,1,-1,1,1,1,"No","They conflict","Sometimes","Yes, I have both","No","Always",1,1,0,1,1,1,1,2,1,2,2,2,1
"Male",0,1,2,0,2,2,0,0,-2,-2,0,-2,1,0,-1,-2,2,0,0,1,2,0,1,1,1,-1,-2,2,-1,-2,-1,0,-1,0,1,1,1,-2,0,0,-1,0,-2,1,0,-2,0,2,0,1,1,-2,0,1,0,-2,0,0,1,0,0,0,2,0,1,0,"Yes","They are separate","Never","Yes, I have both","More than three times a week","Sometimes",1,0,0,0,0,0,0,1,1,-2,-2,0,0
"Male",-1,-2,-1,1,0,2,1,-2,1,1,0,1,1,-2,1,1,0,0,0,1,-1,1,0,2,-2,0,-2,0,0,0,0,-2,1,0,-2,-2,1,-2,1,0,0,0,0,-1,1,0,2,-1,1,-1,1,1,-2,1,1,1,2,2,2,-1,1,1,-1,2,2,0,"Yes","They conflict","Sometimes","Yes, I have both","No","Never",0,1,1,2,2,0,1,0,1,1,2,2,1
"Male",-2,-2,0,0,1,-1,1,-2,1,0,0,2,0,-1,0,0,2,-1,2,2,-2,-2,0,2,0,1,0,1,-1,-2,1,1,0,1,0,-2,1,2,1,0,1,1,1,0,1,0,0,2,1,1,1,2,0,0,0,0,-2,0,1,0,0,0,1,0,1,0,"Yes","They are separate","Never","Yes, I have family","At least once a week","Never",-2,-2,1,1,2,0,2,-2,0,1,-2,1,1
"Male",-1,-1,-2,2,2,1,2,-1,0,1,0,1,1,0,1,1,-1,0,0,1,-2,2,0,0,1,1,2,-2,0,2,1,0,-2,1,-1,-1,2,-2,2,0,0,1,1,-2,1,-1,2,1,2,1,0,2,-2,0,-2,2,2,1,0,0,1,1,-1,2,1,2,"No","They complement each other","Always","Yes, I have both","At least once a week","Never",1,0,-2,1,1,0,1,2,1,2,1,2,1
"Male",-2,-2,-2,0,1,2,1,-1,1,-2,1,0,0,1,1,1,-1,-2,0,1,1,0,0,0,0,1,1,0,2,2,1,0,2,1,-2,-2,0,1,2,-2,1,1,1,-2,1,-1,1,-2,1,0,0,1,1,0,-2,0,0,0,0,0,1,1,0,0,1,2,"Yes","They complement each other","Sometimes","Yes, I have both","More than three times a week","Always",0,2,1,1,1,0,2,2,1,-1,0,1,1
"Female",0,2,-2,2,0,0,1,1,0,2,1,1,0,0,2,1,-2,-2,1,-1,0,0,-2,-1,0,1,-2,-2,0,0,0,0,1,1,-1,-1,1,-1,1,0,0,2,2,0,1,-2,1,0,1,-2,0,0,0,-2,2,-2,2,0,-2,-2,0,2,-1,0,0,1,"No","They conflict","Never","No","At least once a month","Always",2,2,1,2,1,1,1,2,2,1,0,2,1
"Female",1,-2,0,1,2,0,2,1,-2,-2,0,-2,1,0,0,0,0,0,0,0,0,1,0,2,1,-2,0,0,0,1,0,1,-2,0,0,0,1,2,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,0,1,1,0,2,1,1,0,1,2,0,1,1,0,"Yes","They are separate","Rarely","Yes, I have family","More than three times a week","Sometimes",2,0,0,1,2,2,1,1,1,-2,0,1,2
"Male",-2,1,0,-2,0,-1,1,1,0,0,-2,1,0,0,1,1,2,-2,1,1,-1,-2,-2,0,-2,2,0,-2,0,-2,1,0,-2,1,-2,-2,1,1,1,-2,1,1,2,-2,1,-2,2,1,1,-1,2,2,0,-1,0,1,2,1,-2,-1,2,2,0,0,1,1,"No","They are separate","Rarely","Yes, I have both","More than three times a week","Always",1,2,1,1,1,1,0,-2,0,-2,1,2,1
"Male",-2,-1,-1,2,1,0,1,-1,2,0,-1,1,-2,0,2,1,0,-1,0,1,-1,0,-2,-2,-2,0,0,-1,2,2,0,-2,1,-1,-1,-1,1,0,0,-2,-2,0,-2,-2,1,-2,0,-2,1,-1,1,1,-2,-1,0,1,2,1,0,-2,1,0,-1,1,1,0,"Yes","They are separate","Sometimes","Yes, I have both","At least once a month","Rarely",-2,0,2,1,1,2,1,0,1,2,2,0,1
"Female",-2,1,1,2,2,1,1,0,1,2,-1,0,0,0,1,1,1,-2,0,1,0,2,0,0,0,1,1,-2,1,-2,1,-1,2,2,-1,-1,1,0,1,1,-2,0,2,1,1,0,1,-2,1,0,0,1,1,0,1,-2,2,0,-2,-1,2,1,-2,1,2,2,"Yes","They conflict","Never","Yes, I have family","At least once a week","Never",1,0,0,2,2,0,1,1,2,2,2,2,1
"Male",-1,-2,-2,-1,1,0,-1,-2,-2,0,0,1,2,-2,0,0,1,1,0,0,-1,-1,0,2,-2,-2,-1,0,-1,-2,0,0,-2,0,-1,-1,-1,-2,1,-2,0,0,1,-1,0,-2,0,-2,-1,-2,1,1,-1,-2,0,0,-2,0,0,1,1,0,0,0,1,-2,"Yes","They are separate","Rarely","Yes, I have both","At least once a week","Sometimes",2,1,2,0,1,-2,0,-2,0,0,1,0,0
